iteration,total_loss,train/fps,train/sec_sample,eval/fps,eval/sec_sample,PQ,mAP@50,mean_uncertainty,SQ,RQ,mAP,mAP@25,perf/val_sec_sample,perf/val_fps
143,45.46764223650098,0.6828869074656393,1.464371323000023,52.22802093633833,0.0957340506180502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0957340506180502,52.22802093633833
287,34.985231277067214,0.6836731476910171,1.4626878895001028,46.45797484330838,0.1076241488541806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1076241488541806,46.45797484330838
431,41.1977060015779,0.6847813356512713,1.460320365500138,45.88857258449925,0.1089595888125087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1089595888125087,45.88857258449925
575,41.3775671927724,0.6813701094016829,1.467631407999761,45.7143299309294,0.1093748942083278,0.0801771481078686,0.0012657548670155,0.0,57.3266608971261,0.1398601398601398,0.0002798735272263,0.1554034137004313,0.1093748942083278,45.7143299309294
719,35.876840921118855,0.928736141491694,1.076732469000035,44.48827493551529,0.1123891633750102,0.0,0.0,0.0,0.0,0.0,0.0,0.8790071055820586,0.1123891633750102,44.48827493551529
863,37.62620820477605,0.6849341543467634,1.4599964124995497,45.05788132902031,0.1109683778402528,0.0979421137441849,0.0039863099721738,0.0,56.12083117541794,0.1745200698080279,0.0005331177653425,6.665934569498878,0.1109683778402528,45.05788132902031
1007,43.56782883405685,0.6852146929317311,1.4593986595000388,44.510504935654666,0.1123330325555305,1.1467728175217418,0.1514644192520851,0.0,56.06444885661849,2.0454545454545454,0.0276474758413913,12.308730571537223,0.1123330325555305,44.510504935654666
1151,32.976541018113494,0.6873718022211222,1.454821083999832,44.868769365726415,0.1114360850694361,1.420261615305765,0.1989700674778882,0.0,55.767932149931696,2.546735302086155,0.0352218131946913,20.69594246490492,0.1114360850694361,44.868769365726415
1295,24.209549968130887,0.6805551284174793,1.469388752499981,50.39212180250282,0.0992218589166782,3.25379304685088,2.450786115857424,0.0,57.17379210895117,5.691056910569105,0.4700656849214384,24.528705914078888,0.0992218589166782,50.39212180250282
1439,29.109060333110392,0.6846805383569929,1.4605351615000473,44.35311448509845,0.1127316549930191,4.932026866481188,4.168042743555279,0.0,58.639505476476906,8.41075794621027,0.9765463920186548,25.76419773146646,0.1127316549930191,44.35311448509845
1583,26.59055579639972,0.6853837591851866,1.459038386999964,42.78094769745171,0.116874456250015,12.079280278370588,13.623362025875874,0.0,65.27517563415587,18.505167027156933,5.852200213361001,31.18414871169101,0.116874456250015,42.78094769745171
1727,21.71473174728453,0.6804160539640159,1.469689064999784,45.03769779441109,0.1110181080485972,15.27212005328903,21.12997178604804,0.0,65.25214241715808,23.40477950234048,8.701023814696555,38.22812120452021,0.1110181080485972,45.03769779441109
1871,25.310948505997658,0.6848365452216216,1.4602040300001136,44.37205974189423,0.1126835226735983,17.556119678221123,24.629271821736456,0.0,67.46377062789115,26.02303357020338,11.527349591764168,41.78325261720235,0.1126835226735983,44.37205974189423
2015,22.563274345360696,0.6804820104638581,1.4695466159996613,44.049226229735446,0.1135093718541813,19.56626340323957,26.23949706636476,0.0,65.93390368680086,29.67557251908397,10.9675421319738,47.59149435265226,0.1135093718541813,44.049226229735446
2159,22.159589054062963,0.6871052691054567,1.4553819889997612,44.28703137737202,0.1128998680763844,23.455722817372564,29.678343832113622,0.0,66.09965978547753,35.48539114043356,12.63546324639908,53.186938350181336,0.1128998680763844,44.28703137737202
2303,32.86484006792307,0.6816976263857522,1.4669261650001315,44.7997590238809,0.1116077431875181,25.770338670117365,33.186448271312926,0.0,68.68747855653851,37.518248175182485,15.974469105503587,53.13387121718671,0.1116077431875181,44.7997590238809
2447,18.763457274995744,0.6863047905427302,1.457086803000493,50.76911053852,0.0984850817153149,26.113321771646635,33.65279318964838,0.0,68.08344616320859,38.35487661574618,15.975607813982007,52.18052333238844,0.0984850817153149,50.76911053852
2591,22.84574719890952,0.7340344474512981,1.3672591285003364,43.34114554432384,0.1153638173888743,25.66988402409807,33.650679658232654,0.0,67.77806024002541,37.87344154316632,15.179755772263109,52.87324161140218,0.1153638173888743,43.34114554432384
2735,22.41209731064737,0.6835097179042012,1.4630425674995422,44.69082376695298,0.1118797904928593,26.25566597871858,33.35207127524135,0.0,67.84310771143342,38.70056497175141,15.706565047718296,54.43968232273585,0.1118797904928593,44.69082376695298
2879,21.357543222606186,0.6900137826492776,1.4492571840000892,44.63549533872159,0.1120184723403857,25.97210191979532,32.97341263624647,0.0,68.2410549204523,38.059349976448416,15.501295182685752,54.26428473546391,0.1120184723403857,44.63549533872159
3023,20.13951420783997,0.6851402065308898,1.4595555744990634,44.70466834858191,0.1118451424583402,26.22699290515541,33.74516841763096,0.0,68.15698282820767,38.48027277155383,15.41287289536818,54.38255145628556,0.1118451424583402,44.70466834858191
3167,24.54791290313005,0.6852669551045752,1.4592855089995282,45.09318919869709,0.1108814898402544,26.98828002361604,33.75651378005261,0.0,67.95091856479839,39.71731448763251,15.53482148781892,56.89551867544783,0.1108814898402544,45.09318919869709
3311,22.95979939214885,0.780483612335098,1.2812577690010585,44.78466602454044,0.1116453564097178,27.217268534397853,33.65007817132271,0.0,68.34952684674911,39.8207124321774,15.85020359413534,54.26147695581511,0.1116453564097178,44.78466602454044
3455,16.177290797699243,0.7842423296125226,1.2751302474998738,44.92737937275575,0.1112907111388747,25.18560888788362,32.16360468755673,0.0,67.39720337599469,37.36892278360343,14.071977237119691,52.80049471361245,0.1112907111388747,44.92737937275575
3599,23.472103152424097,0.683622649956627,1.4627953289991638,45.54930955080707,0.1097711480000119,27.611058426454893,34.03725042812802,0.0,68.23645199426805,40.46379555134879,15.894460347541669,55.50547152425377,0.1097711480000119,45.54930955080707
3743,17.44372354913503,0.6811299267327575,1.4681487130001187,49.86367119935526,0.1002734030555024,28.84971488778509,37.353371112473496,0.0,66.9326164893796,43.10262529832936,15.593469821256218,59.585359222351286,0.1002734030555024,49.86367119935526
3887,16.97352127265185,0.6789848477664358,1.4727871080003752,43.07337578267476,0.1160809875972417,30.98205951385261,42.15252639685427,0.0,67.1009573774552,46.172306215502765,17.812107172550842,60.1925464269447,0.1160809875972417,43.07337578267476
4031,13.068775539286436,0.6805168725129889,1.4694735305001814,44.234508493802174,0.1130339223889096,30.87702748401173,41.87687172583712,0.0,68.15538993422102,45.30386740331492,18.59818326324863,59.82050746477666,0.1130339223889096,44.234508493802174
4175,19.6631503244862,0.6834273527776817,1.4632133309996789,44.862534196674,0.1114515728888692,30.99072996495368,40.787667231696304,0.0,67.63081174643537,45.82338902147971,17.98194150081803,58.68802601499167,0.1114515728888692,44.862534196674
4319,16.894730487372726,0.6839541404221736,1.462090640000497,43.84866383855228,0.1140285601041265,30.70106489945417,41.20763047808304,0.0,67.461550502748,45.50898203592814,17.870526393078247,60.05669554604241,0.1140285601041265,43.84866383855228
4463,19.042517620138824,0.6821559832040431,1.4659413720000884,45.21618926061735,0.1105798626943321,32.16814508385617,43.67608250070696,0.0,67.77941323447682,47.46005246839972,19.485665834147373,60.2308048531465,0.1105798626943321,45.21618926061735
4607,18.400207858532667,0.684024284457176,1.461936446999971,44.382553012618565,0.1126568811527906,32.30086797738607,43.32678819247207,0.0,67.63801754464643,47.75549188156638,18.9845164504947,61.62947152138783,0.1126568811527906,44.382553012618565
4751,19.87259487248957,0.6854548703994934,1.4588866349995442,44.50828239363515,0.1123386419583564,32.12921994742353,43.503122982876086,0.0,67.48750722624641,47.60765550239234,18.87091473810272,59.929619329948615,0.1123386419583564,44.50828239363515
4895,18.04850491508841,0.6855002367355881,1.458792264499607,51.71279454006925,0.0966878708542001,32.156167613494965,44.08959807755533,0.0,67.65386469285009,47.53042233357194,19.355098107685944,60.65931127490766,0.0966878708542001,51.71279454006925
5039,17.99822644330561,0.6823339431889313,1.465574595500584,43.694614144582914,0.1144305790973526,31.39897577641203,42.05104447228833,0.0,67.90599698838382,46.23888488344148,18.59469575389742,60.06436742280423,0.1144305790973526,43.694614144582914
5183,18.708263842388988,0.6830084340944736,1.4641127590002725,45.007878586966086,0.1110916612152424,32.28544468048041,43.765374843793055,0.0,67.92922456139272,47.52806305230475,19.456377615326712,61.44195010104391,0.1110916612152424,45.007878586966086
5327,20.079510199837387,0.6839022366638536,1.4622036639993894,44.55557782701548,0.1122193952777858,31.39991039808215,41.70644116225029,0.0,67.91937140454726,46.23115577889448,18.72039662649291,59.04484050915041,0.1122193952777858,44.55557782701548
5471,19.15793304145336,0.6794167774752526,1.471850837000602,45.421335283952814,0.1100804273749847,31.67332377437357,42.456209133259,0.0,67.46321103624217,46.94903086862886,18.20419655188668,60.82689630489566,0.1100804273749847,45.421335283952814
5615,17.30932085774839,0.7737741561146185,1.2924028414990971,44.64874003514365,0.1119852429444689,32.53603841155453,43.786326106952686,0.0,68.43052993205603,47.546085707445535,20.06306148420337,60.12319890392522,0.1119852429444689,44.64874003514365
5759,18.48228512424976,0.686756929114574,1.456120641999405,43.89164503048205,0.1139168968610672,35.145549917070454,50.63101715519217,0.0,68.54018928573613,51.27728750580586,23.1574972972977,65.61256797744602,0.1139168968610672,43.89164503048205
5903,15.673060597851872,0.6843125013103728,1.4613233665004373,43.16763085739968,0.1158275286525925,35.87842910143689,50.86401902073703,0.0,66.9987869600309,53.55086372360845,20.780217938832944,68.8789421866551,0.1158275286525925,43.16763085739968
6047,13.528178709559144,0.6812602492038913,1.4678680889992393,45.756766525880096,0.1092734557012894,36.68192880675842,52.45733485080343,0.0,67.69925887300415,54.18364900503476,22.66065111432638,70.38558488192885,0.1092734557012894,45.756766525880096
6191,12.80700604012236,0.6796165390197905,1.4714180275004765,41.35168272709026,0.120914063715342,37.04013639910283,53.44535220491916,0.0,67.25624070028732,55.07315903094268,22.25350261057867,70.17815619438035,0.120914063715342,41.35168272709026
6335,15.615302906371651,0.7735240268949455,1.2927854020017548,41.65116549850087,0.1200446599790818,39.84974091882718,56.06038984603244,0.0,67.8909463653815,58.69669381887878,24.26506064937904,71.5654014843674,0.1200446599790818,41.65116549850087
6479,19.12253197329119,0.681182601654279,1.468035145999238,41.713129173484354,0.119866337027967,40.1191399145636,55.81631563811985,0.0,67.9615625013752,59.03210349784379,23.82316269711881,71.24054276758586,0.119866337027967,41.713129173484354
6623,12.873963616322726,0.6771658427936182,1.476743143499334,41.9459231208002,0.119201095791848,40.83143492000643,56.02234550465265,0.0,68.31350382699716,59.7706641184902,24.10237317898808,72.17762034922131,0.119201095791848,41.9459231208002
6767,15.96563784684986,0.777595770705459,1.2860152975008532,42.76335917049075,0.1169225265972626,41.1629068567024,56.244401617374194,0.0,68.39678537562203,60.18251681075889,24.495904210064896,72.64381569711385,0.1169225265972626,42.76335917049075
6911,18.31395994313061,0.6758920941905646,1.4795261295003002,42.6156416142519,0.1173278122915285,41.22185117844504,57.63436320390901,0.0,68.09576520638157,60.535117056856194,24.54873730888395,73.27826910372796,0.1173278122915285,42.6156416142519
7055,13.878209383226933,0.6830389146121154,1.4640456284978427,42.90355684685344,0.1165404541597278,42.48564441495061,59.39810717885386,0.0,68.76052404348681,61.78784266984505,26.4854740324838,73.58663972862263,0.1165404541597278,42.90355684685344
7199,11.744426684454083,0.793467691470775,1.2602989805018296,43.11926762886908,0.1159574425761446,40.90816317329947,58.58865566059449,0.0,68.04945792642103,60.11534025374856,25.1509523187897,74.17155914449421,0.1159574425761446,43.11926762886908
7343,12.240445564035326,0.6866389376290274,1.4563846184992144,49.51614828724726,0.1009771594307898,42.19025238581588,59.832104956528006,0.0,68.24050263158968,61.825823021246784,26.022261113824307,74.58330511346026,0.1009771594307898,49.51614828724726
7487,12.583921659737824,0.6855271877609138,1.4587336634995154,43.54329357524594,0.1148282453958068,43.967446193262745,61.61848663173243,0.0,68.65930909165306,64.03712296983758,27.230428911093806,76.29871136405802,0.1148282453958068,43.54329357524594
7631,10.977656507864594,0.6833803612150983,1.4633166445000825,43.18836993937377,0.1157719082016481,41.858589300370745,58.91511111399258,0.0,67.49462187788417,62.017666201766616,24.406422116223496,76.12655127190357,0.1157719082016481,43.18836993937377
7775,11.158383702859282,0.6779511169233174,1.4750326445009705,44.58194537935186,0.1121530242221272,42.33039878704879,59.65421368266121,0.0,68.31664807977029,61.96205460434984,26.225068529547823,78.32546340500409,0.1121530242221272,44.58194537935186
7919,9.545587735017762,0.729577998488141,1.3762660085012612,43.79660423912256,0.1141641021459286,42.880678944702765,60.93592912158833,0.0,68.59320457858195,62.51447094234776,26.593782622555658,78.41386882502125,0.1141641021459286,43.79660423912256
8063,14.111317735165358,0.7878152683539459,1.2693340464975336,44.07131215556568,0.113452487694278,43.565734054830976,61.48088464271736,0.0,68.53982285521332,63.56265925411165,27.01665450818901,77.53741249391376,0.113452487694278,44.07131215556568
8207,12.830582635011524,0.7259763550221294,1.3825646029999916,44.12486219024821,0.1133148014931369,43.567273967787045,61.23018770627967,0.0,68.06008344714671,64.01295996297154,26.469052247178304,77.1515205199818,0.1133148014931369,44.12486219024821
8351,11.532968220300972,0.6846826661611443,1.460539157000312,44.10313141842329,0.1133706346736037,43.33061566986984,61.0527544167737,0.0,67.95385950550757,63.76476036119472,25.973168441005733,77.5838445350604,0.1133706346736037,44.10313141842329
8495,13.202945939498022,0.6841258775015011,1.4617197275001672,49.11725996504787,0.1017972094444606,43.775542470044186,61.58758027303838,0.0,68.36961079920134,64.02777777777777,26.87205821982632,78.22789793369708,0.1017972094444606,49.11725996504787
8639,10.784920182311907,0.6835875578423694,1.4628712360008649,43.82062459567722,0.1141015228818357,43.95378646507409,61.82482437138793,0.0,68.33390831009001,64.32207311429895,26.989893250731555,78.35795167048401,0.1141015228818357,43.82062459567722
8783,12.48038533423096,0.6825751411233161,1.4650402080005733,44.694195981283706,0.11187134906943659,43.857432380034275,61.852894789288314,0.0,68.46386030134684,64.05924554501273,27.1525519716521,78.48725225755983,0.11187134906943659,44.694195981283706
